,days,H,D,R,T,Iso,L,M,S
0,0,4995.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
1,1,4943.0,57.0,0.0,0.0,0.0,45.0,10.0,2.0
2,2,4421.0,579.0,0.0,0.0,0.0,468.0,81.0,30.0
3,3,1494.0,3506.0,0.0,0.0,0.0,2824.0,510.0,172.0
4,4,0.0,5000.0,0.0,0.0,0.0,4012.0,741.0,247.0
5,5,0.0,5000.0,0.0,0.0,5.0,4012.0,741.0,247.0
6,6,0.0,5000.0,0.0,0.0,57.0,4012.0,741.0,247.0
7,7,0.0,5000.0,0.0,0.0,579.0,4012.0,741.0,247.0
8,8,0.0,5000.0,0.0,0.0,3506.0,4012.0,741.0,247.0
9,9,0.0,5000.0,0.0,0.0,5000.0,4012.0,741.0,247.0
10,10,0.0,4999.0,1.0,0.0,4999.0,4011.0,741.0,247.0
11,11,0.0,4993.0,7.0,0.0,4993.0,4006.0,740.0,247.0
12,12,0.0,4897.0,102.0,1.0,4897.0,3922.0,729.0,246.0
13,13,0.0,4265.0,716.0,19.0,4265.0,3402.0,649.0,214.0
14,14,0.0,3438.0,1523.0,39.0,3438.0,2737.0,526.0,175.0
15,15,0.0,2601.0,2326.0,73.0,2601.0,2076.0,402.0,123.0
16,16,0.0,1764.0,3141.0,95.0,1764.0,1390.0,292.0,82.0
17,17,0.0,962.0,3919.0,119.0,962.0,763.0,154.0,45.0
18,18,0.0,223.0,4639.0,138.0,223.0,169.0,41.0,13.0
19,19,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
20,20,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
21,21,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
22,22,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
23,23,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
24,24,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
25,25,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
26,26,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
27,27,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
28,28,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
29,29,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
30,30,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
31,31,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
32,32,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
33,33,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
34,34,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
35,35,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
36,36,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
37,37,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
38,38,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
39,39,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
40,40,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
41,41,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
42,42,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
43,43,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
44,44,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
45,45,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
46,46,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
47,47,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
48,48,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
49,49,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
50,50,0.0,0.0,4853.0,147.0,0.0,0.0,0.0,0.0
