,days,H,D,R,T,Iso,L,M,S
0,0,4990.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
1,1,4907.0,93.0,0.0,0.0,0.0,75.0,13.0,5.0
2,2,4132.0,868.0,0.0,0.0,0.0,700.0,129.0,39.0
3,3,778.0,4222.0,0.0,0.0,0.0,3392.0,611.0,219.0
4,4,0.0,5000.0,0.0,0.0,0.0,4025.0,722.0,253.0
5,5,0.0,5000.0,0.0,0.0,10.0,4025.0,722.0,253.0
6,6,0.0,5000.0,0.0,0.0,93.0,4025.0,722.0,253.0
7,7,0.0,5000.0,0.0,0.0,868.0,4025.0,722.0,253.0
8,8,0.0,5000.0,0.0,0.0,4222.0,4025.0,722.0,253.0
9,9,0.0,5000.0,0.0,0.0,5000.0,4025.0,722.0,253.0
10,10,0.0,4997.0,3.0,0.0,4997.0,4022.0,722.0,253.0
11,11,0.0,4985.0,15.0,0.0,4985.0,4011.0,721.0,253.0
12,12,0.0,4847.0,148.0,5.0,4847.0,3893.0,708.0,246.0
13,13,0.0,4127.0,844.0,29.0,4127.0,3345.0,575.0,207.0
14,14,0.0,3299.0,1643.0,58.0,3299.0,2699.0,437.0,163.0
15,15,0.0,2451.0,2460.0,89.0,2451.0,2002.0,332.0,117.0
16,16,0.0,1608.0,3276.0,116.0,1608.0,1312.0,223.0,73.0
17,17,0.0,825.0,4036.0,139.0,825.0,663.0,123.0,39.0
18,18,0.0,135.0,4700.0,165.0,135.0,109.0,19.0,7.0
19,19,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
20,20,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
21,21,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
22,22,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
23,23,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
24,24,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
25,25,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
26,26,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
27,27,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
28,28,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
29,29,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
30,30,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
31,31,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
32,32,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
33,33,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
34,34,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
35,35,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
36,36,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
37,37,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
38,38,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
39,39,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
40,40,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
41,41,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
42,42,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
43,43,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
44,44,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
45,45,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
46,46,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
47,47,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
48,48,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
49,49,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
50,50,0.0,0.0,4831.0,169.0,0.0,0.0,0.0,0.0
