,days,H,D,R,T,Iso,L,M,S
0,0,4990.0,10.0,0.0,0.0,0.0,7.0,1.0,2.0
1,1,4978.0,22.0,0.0,0.0,0.0,15.0,2.0,5.0
2,2,4960.0,40.0,0.0,0.0,0.0,30.0,5.0,5.0
3,3,4917.0,83.0,0.0,0.0,0.0,63.0,15.0,5.0
4,4,4860.0,140.0,0.0,0.0,0.0,111.0,23.0,6.0
5,5,4752.0,248.0,0.0,0.0,10.0,189.0,42.0,17.0
6,6,4578.0,422.0,0.0,0.0,22.0,325.0,73.0,24.0
7,7,4313.0,687.0,0.0,0.0,40.0,537.0,111.0,39.0
8,8,3890.0,1110.0,0.0,0.0,83.0,871.0,180.0,59.0
9,9,3286.0,1714.0,0.0,0.0,140.0,1348.0,277.0,89.0
10,10,2510.0,2487.0,3.0,0.0,245.0,1970.0,390.0,127.0
11,11,1682.0,3312.0,6.0,0.0,416.0,2656.0,490.0,166.0
12,12,946.0,4044.0,9.0,1.0,677.0,3242.0,606.0,196.0
13,13,465.0,4518.0,16.0,1.0,1093.0,3624.0,676.0,218.0
14,14,204.0,4753.0,41.0,2.0,1671.0,3813.0,713.0,227.0
15,15,97.0,4826.0,73.0,4.0,2413.0,3872.0,723.0,231.0
16,16,58.0,4773.0,160.0,9.0,3149.0,3833.0,714.0,226.0
17,17,43.0,4680.0,262.0,15.0,3777.0,3764.0,699.0,217.0
18,18,34.0,4517.0,428.0,21.0,4086.0,3631.0,675.0,211.0
19,19,30.0,4270.0,672.0,28.0,4096.0,3436.0,633.0,201.0
20,20,27.0,3879.0,1053.0,41.0,3809.0,3134.0,564.0,181.0
21,21,27.0,3343.0,1573.0,57.0,3312.0,2701.0,483.0,159.0
22,22,27.0,2704.0,2185.0,84.0,2688.0,2186.0,390.0,128.0
23,23,26.0,2063.0,2804.0,107.0,2055.0,1664.0,303.0,96.0
24,24,26.0,1470.0,3375.0,129.0,1466.0,1194.0,212.0,64.0
25,25,26.0,948.0,3877.0,149.0,947.0,775.0,135.0,38.0
26,26,26.0,583.0,4232.0,159.0,582.0,474.0,86.0,23.0
27,27,26.0,300.0,4507.0,167.0,299.0,239.0,50.0,11.0
28,28,26.0,143.0,4663.0,168.0,143.0,111.0,26.0,6.0
29,29,26.0,66.0,4737.0,171.0,66.0,51.0,12.0,3.0
30,30,26.0,30.0,4772.0,172.0,30.0,24.0,5.0,1.0
31,31,26.0,14.0,4788.0,172.0,14.0,10.0,3.0,1.0
32,32,26.0,7.0,4795.0,172.0,7.0,5.0,2.0,0.0
33,33,26.0,4.0,4798.0,172.0,4.0,3.0,1.0,0.0
34,34,26.0,2.0,4800.0,172.0,2.0,1.0,1.0,0.0
35,35,26.0,1.0,4801.0,172.0,1.0,1.0,0.0,0.0
36,36,26.0,1.0,4801.0,172.0,1.0,1.0,0.0,0.0
37,37,26.0,1.0,4801.0,172.0,1.0,1.0,0.0,0.0
38,38,26.0,0.0,4802.0,172.0,0.0,0.0,0.0,0.0
39,39,26.0,0.0,4802.0,172.0,0.0,0.0,0.0,0.0
40,40,26.0,0.0,4802.0,172.0,0.0,0.0,0.0,0.0
41,41,26.0,0.0,4802.0,172.0,0.0,0.0,0.0,0.0
42,42,26.0,0.0,4802.0,172.0,0.0,0.0,0.0,0.0
43,43,26.0,0.0,4802.0,172.0,0.0,0.0,0.0,0.0
44,44,26.0,0.0,4802.0,172.0,0.0,0.0,0.0,0.0
45,45,26.0,0.0,4802.0,172.0,0.0,0.0,0.0,0.0
46,46,26.0,0.0,4802.0,172.0,0.0,0.0,0.0,0.0
47,47,26.0,0.0,4802.0,172.0,0.0,0.0,0.0,0.0
48,48,26.0,0.0,4802.0,172.0,0.0,0.0,0.0,0.0
49,49,26.0,0.0,4802.0,172.0,0.0,0.0,0.0,0.0
50,50,26.0,0.0,4802.0,172.0,0.0,0.0,0.0,0.0
