,days,H,D,R,T
0,0,4990.0,10.0,0.0,0.0
1,1,4899.0,101.0,0.0,0.0
2,2,4071.0,929.0,0.0,0.0
3,3,699.0,4301.0,0.0,0.0
4,4,0.0,5000.0,0.0,0.0
5,5,0.0,5000.0,0.0,0.0
6,6,0.0,5000.0,0.0,0.0
7,7,0.0,5000.0,0.0,0.0
8,8,0.0,5000.0,0.0,0.0
9,9,0.0,5000.0,0.0,0.0
10,10,0.0,4999.0,1.0,0.0
11,11,0.0,4983.0,15.0,2.0
12,12,0.0,4831.0,162.0,7.0
13,13,0.0,4103.0,852.0,45.0
14,14,0.0,3278.0,1640.0,82.0
15,15,0.0,2444.0,2430.0,126.0
16,16,0.0,1590.0,3246.0,164.0
17,17,0.0,784.0,4023.0,193.0
18,18,0.0,106.0,4669.0,225.0
19,19,0.0,0.0,4771.0,229.0
20,20,0.0,0.0,4771.0,229.0
21,21,0.0,0.0,4771.0,229.0
22,22,0.0,0.0,4771.0,229.0
23,23,0.0,0.0,4771.0,229.0
24,24,0.0,0.0,4771.0,229.0
25,25,0.0,0.0,4771.0,229.0
26,26,0.0,0.0,4771.0,229.0
27,27,0.0,0.0,4771.0,229.0
28,28,0.0,0.0,4771.0,229.0
29,29,0.0,0.0,4771.0,229.0
30,30,0.0,0.0,4771.0,229.0
31,31,0.0,0.0,4771.0,229.0
32,32,0.0,0.0,4771.0,229.0
33,33,0.0,0.0,4771.0,229.0
34,34,0.0,0.0,4771.0,229.0
35,35,0.0,0.0,4771.0,229.0
36,36,0.0,0.0,4771.0,229.0
37,37,0.0,0.0,4771.0,229.0
38,38,0.0,0.0,4771.0,229.0
